2948.0,2979.92,1941.53,l2nr00
6829.0,4754.44,3203.83,l2nr00
4942.0,3697.97,3039.76,l2nr00
3218.0,2915.86,2162.23,l2nr00
6.0,141.56,80.64,l2nr00
5785.0,4286.06,2702.43,l2nr00
2050.0,2545.99,1637.91,l2nr00
2298.0,2539.09,1978.88,l2nr00
3933.0,3467.31,2209.11,l2nr00
2.0,76.7,48.65,l2nr00
3021.0,2903.03,2172.55,l2nr00
4970.0,3876.16,2655.1,l2nr00
4831.0,3785.61,2486.73,l2nr00
5.0,123.37,62.09,l2nr00
6715.0,4437.54,2870.41,l2nr00
5328.0,4108.34,2419.11,l2nr00
4100.0,3576.62,2528.45,l2nr00
5225.0,4083.61,2339.73,l2nr00
7581.0,4826.84,2998.13,l2nr00
5038.0,3858.79,2683.07,l2nr00
3729.0,3382.86,2535.76,l2nr00
6008.0,4103.52,3031.23,l2nr00
4111.0,3773.61,2337.48,l2nr00
2322.0,2737.51,1720.52,l2nr00
3199.0,3077.59,2422.0,l2nr00
5000.0,4057.97,2735.24,l2nr00
4280.0,3459.49,2962.48,l2nr00
1992.0,2325.45,1648.03,l2nr00
2615.0,2601.25,2240.83,l2nr00
5944.0,4177.27,2866.94,l2nr00
3759.0,3367.57,2073.86,l2nr00
7055.0,4666.79,3036.6,l2nr00
5558.0,4003.28,2760.52,l2nr00
4330.0,3805.36,2615.44,l2nr00
8.0,200.01,65.18,l2nr00
3336.0,3054.49,2605.16,l2nr00
3312.0,3069.82,2561.99,l2nr00
3373.0,3082.16,2629.37,l2nr00
4525.0,3627.26,3006.77,l2nr00
4735.0,3704.81,2550.2,l2nr00
0.0,46.93,23.11,l2nr00
5884.0,4202.56,2845.87,l2nr00
5858.0,4320.73,2712.54,l2nr00
6593.0,4676.91,3092.57,l2nr00
4888.0,3665.32,2782.74,l2nr00
0.0,52.46,27.23,l2nr00
1809.0,2230.42,1919.36,l2nr00
5328.0,3874.95,2832.04,l2nr00
2599.0,2651.56,2099.85,l2nr00
5183.0,3819.1,2610.23,l2nr00
2165.0,2464.77,2226.59,l2nr00
4669.0,3666.54,2477.9,l2nr00
3030.0,2862.85,2324.94,l2nr00
4.0,95.51,59.47,l2nr00
2.0,107.64,27.29,l2nr00
3632.0,3139.27,2335.8,l2nr00
2656.0,2879.48,2205.34,l2nr00
5625.0,3972.3,2739.37,l2nr00
1.0,50.32,33.55,l2nr00
4202.0,3459.28,2465.15,l2nr00
1685.0,2280.84,1695.46,l2nr00
2934.0,3016.06,2275.21,l2nr00
3653.0,3399.85,2739.9,l2nr00
2.0,65.31,41.46,l2nr00
3656.0,3409.07,2654.31,l2nr00
3935.0,3415.51,2254.49,l2nr00
2166.0,2600.05,1705.04,l2nr00
3514.0,3344.94,2081.23,l2nr00
4087.0,3578.82,2425.67,l2nr00
6556.0,4692.9,2792.6,l2nr00
4370.0,3419.61,2656.97,l2nr00
3376.0,3129.62,2830.6,l2nr00
3673.0,3302.46,2347.35,l2nr00
6416.0,4463.59,2869.75,l2nr00
3447.0,3328.76,2109.78,l2nr00
1082.0,2804.72,1394.64,l3nr00
1830.0,3149.61,1769.95,l3nr00
1175.0,2832.7,1514.39,l3nr00
829.0,2426.75,1170.89,l3nr00
977.0,2337.6,1265.95,l3nr00
1442.0,2772.6,1767.77,l3nr00
987.0,2360.63,1434.82,l3nr00
870.0,2364.98,1444.93,l3nr00
778.0,2268.16,1203.79,l3nr00
891.0,2284.85,1310.27,l3nr00
993.0,2744.03,1325.47,l3nr00
993.0,2340.94,1175.42,l3nr00
1327.0,2674.28,1600.38,l3nr00
1300.0,2991.94,1489.09,l3nr00
1228.0,2526.67,1545.15,l3nr00
1151.0,2669.05,1498.76,l3nr00
906.0,2398.89,1559.48,l3nr00
1284.0,2978.0,1443.4,l3nr00
1035.0,2877.7,1332.93,l3nr00
1103.0,2667.71,1512.8,l3nr00
1171.0,2722.86,1439.07,l3nr00
1050.0,2499.62,1451.5,l3nr00
994.0,2679.43,1373.91,l3nr00
971.0,2615.14,1496.34,l3nr00
856.0,2385.83,1264.4,l3nr00
911.0,2736.67,1256.29,l3nr00
883.0,2362.41,1445.05,l3nr00
937.0,2045.9,1431.13,l3nr00
