2948.0,2979.92,l2nr00
6829.0,4754.44,l2nr00
4942.0,3697.97,l2nr00
3218.0,2915.86,l2nr00
6.0,141.56,l2nr00
5785.0,4286.06,l2nr00
2050.0,2545.99,l2nr00
2298.0,2539.09,l2nr00
3933.0,3467.31,l2nr00
2.0,76.7,l2nr00
3021.0,2903.03,l2nr00
4970.0,3876.16,l2nr00
4831.0,3785.61,l2nr00
5.0,123.37,l2nr00
6715.0,4437.54,l2nr00
5328.0,4108.34,l2nr00
4100.0,3576.62,l2nr00
5225.0,4083.61,l2nr00
7581.0,4826.84,l2nr00
5038.0,3858.79,l2nr00
3729.0,3382.86,l2nr00
6008.0,4103.52,l2nr00
4111.0,3773.61,l2nr00
2322.0,2737.51,l2nr00
3199.0,3077.59,l2nr00
5000.0,4057.97,l2nr00
4280.0,3459.49,l2nr00
1992.0,2325.45,l2nr00
2615.0,2601.25,l2nr00
5944.0,4177.27,l2nr00
3759.0,3367.57,l2nr00
7055.0,4666.79,l2nr00
5558.0,4003.28,l2nr00
4330.0,3805.36,l2nr00
8.0,200.01,l2nr00
3336.0,3054.49,l2nr00
3312.0,3069.82,l2nr00
3373.0,3082.16,l2nr00
4525.0,3627.26,l2nr00
4735.0,3704.81,l2nr00
0.0,46.93,l2nr00
5884.0,4202.56,l2nr00
5858.0,4320.73,l2nr00
6593.0,4676.91,l2nr00
4888.0,3665.32,l2nr00
0.0,52.46,l2nr00
1809.0,2230.42,l2nr00
5328.0,3874.95,l2nr00
2599.0,2651.56,l2nr00
5183.0,3819.1,l2nr00
2165.0,2464.77,l2nr00
4669.0,3666.54,l2nr00
3030.0,2862.85,l2nr00
4.0,95.51,l2nr00
2.0,107.64,l2nr00
3632.0,3139.27,l2nr00
2656.0,2879.48,l2nr00
5625.0,3972.3,l2nr00
1.0,50.32,l2nr00
4202.0,3459.28,l2nr00
1685.0,2280.84,l2nr00
2934.0,3016.06,l2nr00
3653.0,3399.85,l2nr00
2.0,65.31,l2nr00
3656.0,3409.07,l2nr00
3935.0,3415.51,l2nr00
2166.0,2600.05,l2nr00
3514.0,3344.94,l2nr00
4087.0,3578.82,l2nr00
6556.0,4692.9,l2nr00
4370.0,3419.61,l2nr00
3376.0,3129.62,l2nr00
3673.0,3302.46,l2nr00
6416.0,4463.59,l2nr00
3447.0,3328.76,l2nr00
1082.0,2804.72,l3nr00
1830.0,3149.61,l3nr00
1175.0,2832.7,l3nr00
829.0,2426.75,l3nr00
977.0,2337.6,l3nr00
1442.0,2772.6,l3nr00
987.0,2360.63,l3nr00
870.0,2364.98,l3nr00
778.0,2268.16,l3nr00
