1763643.0,3596.48,l1nr00
1181089.0,3110.99,l1nr00
1395722.0,2775.41,l1nr00
1960668.0,3462.71,l1nr00
744964.0,2269.16,l1nr00
507132.0,1597.89,l1nr00
566493.0,1818.27,l1nr00
649948.0,1895.5,l1nr00
1703461.0,3113.54,l1nr00
984826.0,2405.37,l1nr00
1033950.0,2393.03,l1nr00
1391757.0,3082.82,l1nr00
897837.0,1740.11,l1nr00
908799.0,2123.04,l1nr00
1687.0,60.04,l1nr00
637496.0,1943.27,l1nr00
873392.0,2262.46,l1nr00
1136555.0,2632.88,l1nr00
1415892.0,2995.11,l1nr00
1340176.0,3063.49,l1nr00
779905.0,1899.49,l1nr00
542230.0,1689.17,l1nr00
1183599.0,2852.25,l1nr00
1296707.0,2996.81,l1nr00
1111773.0,2577.6,l1nr00
663833.0,1960.14,l1nr00
1527.0,89.37,l1nr00
1230477.0,2873.7,l1nr00
924234.0,2286.49,l1nr00
740697.0,2142.37,l1nr00
880897.0,2219.4,l1nr00
1425960.0,3181.55,l1nr00
721266.0,2095.44,l1nr00
1113712.0,2523.36,l1nr00
527114.0,1627.62,l1nr00
544409.0,1478.07,l1nr00
1238679.0,2382.67,l1nr00
1552766.0,2841.57,l1nr00
2167.0,84.61,l1nr00
3331.0,94.56,l1nr00
2055864.0,3455.68,l1nr00
1110742.0,2758.89,l1nr00
1067409.0,2322.99,l1nr00
1374003.0,2835.5,l1nr00
472255.0,1589.4,l1nr00
689534.0,1891.38,l1nr00
1252816.0,2982.0,l1nr00
562825.0,1670.73,l1nr00
1545885.0,2971.92,l1nr00
640619.0,1729.81,l1nr00
1231007.0,2404.4,l1nr00
1149388.0,2541.37,l1nr00
742159.0,2183.17,l1nr00
564059.0,1637.82,l1nr00
1074.0,55.01,l1nr00
413758.0,1535.2,l1nr00
1393322.0,3306.42,l1nr00
290791.0,1285.61,l1nr00
621777.0,2072.06,l1nr00
867878.0,2439.35,l1nr00
786130.0,1980.44,l1nr00
1107728.0,2154.78,l1nr00
1313678.0,3043.37,l1nr00
943445.0,2448.3,l1nr00
949062.0,2505.24,l1nr00
581692.0,2038.4,l1nr00
499230.0,1568.85,l1nr00
490532.0,1831.93,l1nr00
949606.0,2600.36,l1nr00
845772.0,2262.35,l1nr00
730523.0,2118.59,l1nr00
363120.0,1553.17,l1nr00
719493.0,2090.22,l1nr00
780634.0,2354.56,l1nr00
492521.0,1743.03,l1nr00
2948594.0,2979.92,l2nr00
6829622.0,4754.44,l2nr00
4942717.0,3697.97,l2nr00
3218437.0,2915.86,l2nr00
6414.0,141.56,l2nr00
5785441.0,4286.06,l2nr00
2050112.0,2545.99,l2nr00
2298241.0,2539.09,l2nr00
3933532.0,3467.31,l2nr00
2679.0,76.7,l2nr00
3021106.0,2903.03,l2nr00
4970680.0,3876.16,l2nr00
4831729.0,3785.61,l2nr00
5143.0,123.37,l2nr00
6715531.0,4437.54,l2nr00
5328973.0,4108.34,l2nr00
4100024.0,3576.62,l2nr00
5225195.0,4083.61,l2nr00
7581207.0,4826.84,l2nr00
5038572.0,3858.79,l2nr00
3729451.0,3382.86,l2nr00
6008233.0,4103.52,l2nr00
4111451.0,3773.61,l2nr00
2322309.0,2737.51,l2nr00
3199916.0,3077.59,l2nr00
5000277.0,4057.97,l2nr00
4280033.0,3459.49,l2nr00
1992714.0,2325.45,l2nr00
2615263.0,2601.25,l2nr00
5944276.0,4177.27,l2nr00
3759751.0,3367.57,l2nr00
7055758.0,4666.79,l2nr00
5558725.0,4003.28,l2nr00
4330588.0,3805.36,l2nr00
8865.0,200.01,l2nr00
3336653.0,3054.49,l2nr00
3312750.0,3069.82,l2nr00
3373281.0,3082.16,l2nr00
4525362.0,3627.26,l2nr00
4735557.0,3704.81,l2nr00
675.0,46.93,l2nr00
5884711.0,4202.56,l2nr00
5858553.0,4320.73,l2nr00
6593659.0,4676.91,l2nr00
4888040.0,3665.32,l2nr00
761.0,52.46,l2nr00
1809804.0,2230.42,l2nr00
5328949.0,3874.95,l2nr00
2599514.0,2651.56,l2nr00
5183132.0,3819.1,l2nr00
2165651.0,2464.77,l2nr00
4669672.0,3666.54,l2nr00
3030328.0,2862.85,l2nr00
4311.0,95.51,l2nr00
2068.0,107.64,l2nr00
3632201.0,3139.27,l2nr00
2656527.0,2879.48,l2nr00
5625290.0,3972.3,l2nr00
1258.0,50.32,l2nr00
4202475.0,3459.28,l2nr00
1685295.0,2280.84,l2nr00
2934861.0,3016.06,l2nr00
3653851.0,3399.85,l2nr00
2047.0,65.31,l2nr00
3656786.0,3409.07,l2nr00
3935913.0,3415.51,l2nr00
2166533.0,2600.05,l2nr00
3514354.0,3344.94,l2nr00
4087504.0,3578.82,l2nr00
6556841.0,4692.9,l2nr00
4370387.0,3419.61,l2nr00
3376374.0,3129.62,l2nr00
3673091.0,3302.46,l2nr00
6416144.0,4463.59,l2nr00
3447837.0,3328.76,l2nr00
1082659.0,2804.72,l3nr00
1830829.0,3149.61,l3nr00
1175054.0,2832.7,l3nr00
829502.0,2426.75,l3nr00
977200.0,2337.6,l3nr00
1442570.0,2772.6,l3nr00
987242.0,2360.63,l3nr00
870197.0,2364.98,l3nr00
778349.0,2268.16,l3nr00
891500.0,2284.85,l3nr00
993717.0,2744.03,l3nr00
993319.0,2340.94,l3nr00
1327312.0,2674.28,l3nr00
1300975.0,2991.94,l3nr00
1228504.0,2526.67,l3nr00
1151175.0,2669.05,l3nr00
906707.0,2398.89,l3nr00
1284745.0,2978.0,l3nr00
1035003.0,2877.7,l3nr00
1103428.0,2667.71,l3nr00
1171480.0,2722.86,l3nr00
1050395.0,2499.62,l3nr00
994349.0,2679.43,l3nr00
971113.0,2615.14,l3nr00
856956.0,2385.83,l3nr00
911979.0,2736.67,l3nr00
883065.0,2362.41,l3nr00
937372.0,2045.9,l3nr00
1228634.0,2823.32,l3nr00
1273543.0,2641.64,l3nr00
1196764.0,2826.81,l3nr00
769081.0,2065.21,l3nr00
910653.0,2514.69,l3nr00
1050643.0,2341.27,l3nr00
1234505.0,2633.38,l3nr00
1336088.0,2724.92,l3nr00
1051651.0,2493.2,l3nr00
764731.0,2276.32,l3nr00
693016.0,2145.09,l3nr00
832449.0,2512.56,l3nr00
1121479.0,2510.48,l3nr00
1182479.0,2526.57,l3nr00
4104.0,143.58,l3nr00
905421.0,2302.59,l3nr00
1307652.0,2759.43,l3nr00
548279.0,1771.84,l3nr00
699668.0,1608.16,l3nr00
846544.0,2369.59,l3nr00
1014079.0,2170.32,l3nr00
1003612.0,2485.05,l3nr00
1118213.0,2202.12,l3nr00
696.0,52.04,l3nr00
1163412.0,2356.06,l3nr00
1066610.0,2729.37,l3nr00
849208.0,2286.08,l3nr00
847503.0,2227.46,l3nr00
90335.0,635.51,l3nr00
